#DataThief /Users/mastbaum/sbn/analysis/nue.png Wednesday 29-Mar-2017 2:46:47 PM
5.174e-4, 97.522
5.174e-4, 96.795
5.174e-4, 96.074
5.174e-4, 95.359
5.174e-4, 94.649
5.174e-4, 93.944
5.174e-4, 93.244
5.174e-4, 92.549
5.174e-4, 91.859
5.174e-4, 91.176
5.139e-4, 90.498
5.104e-4, 89.825
5.104e-4, 89.156
5.104e-4, 88.492
5.104e-4, 87.833
5.104e-4, 87.178
5.104e-4, 86.529
5.104e-4, 85.885
5.104e-4, 85.245
5.104e-4, 84.609
5.104e-4, 83.98
5.104e-4, 83.354
5.104e-4, 82.734
5.139e-4, 82.117
5.139e-4, 81.505
5.139e-4, 80.898
5.174e-4, 80.294
5.174e-4, 79.696
5.174e-4, 79.103
5.174e-4, 78.514
5.209e-4, 77.928
5.209e-4, 77.347
5.244e-4, 76.771
5.28e-4, 76.198
5.28e-4, 75.631
5.28e-4, 75.067
5.28e-4, 74.508
5.28e-4, 73.952
5.28e-4, 73.402
5.28e-4, 72.855
5.28e-4, 72.313
5.28e-4, 71.774
5.28e-4, 71.24
5.28e-4, 70.709
5.28e-4, 70.183
5.28e-4, 69.66
5.244e-4, 69.661
5.208e-4, 69.143
5.173e-4, 68.628
5.173e-4, 68.117
5.173e-4, 67.609
5.138e-4, 67.107
5.138e-4, 66.607
5.103e-4, 66.112
5.069e-4, 66.113
5.034e-4, 65.621
5.0e-4, 65.133
4.966e-4, 64.648
4.933e-4, 64.168
4.933e-4, 63.69
4.933e-4, 63.215
4.932e-4, 62.745
4.899e-4, 62.278
4.866e-4, 62.279
4.833e-4, 61.815
4.833e-4, 61.355
4.8e-4, 60.899
4.768e-4, 60.446
4.735e-4, 59.996
4.735e-4, 59.549
4.735e-4, 59.106
4.735e-4, 58.666
4.735e-4, 58.229
4.735e-4, 57.795
4.703e-4, 57.365
4.671e-4, 56.939
4.671e-4, 56.515
4.671e-4, 56.094
4.671e-4, 55.676
4.64e-4, 55.262
4.64e-4, 54.85
4.608e-4, 54.442
4.577e-4, 54.037
4.577e-4, 53.635
4.577e-4, 53.234
4.577e-4, 52.839
4.577e-4, 52.445
4.577e-4, 52.055
4.546e-4, 52.055
4.515e-4, 51.668
4.484e-4, 51.284
4.484e-4, 50.902
4.484e-4, 50.523
4.484e-4, 50.147
4.484e-4, 49.773
4.484e-4, 49.402
4.484e-4, 49.034
4.484e-4, 48.669
4.484e-4, 48.307
4.484e-4, 47.947
4.484e-4, 47.589
4.484e-4, 47.234
4.484e-4, 46.883
4.484e-4, 46.534
4.484e-4, 46.188
4.484e-4, 45.843
4.484e-4, 45.502
4.484e-4, 45.163
4.484e-4, 44.827
4.484e-4, 44.492
4.484e-4, 44.162
4.484e-4, 43.833
4.484e-4, 43.506
4.484e-4, 43.182
4.484e-4, 42.861
4.484e-4, 42.541
4.484e-4, 42.225
4.484e-4, 41.91
4.514e-4, 41.91
4.545e-4, 41.597
4.545e-4, 41.287
4.545e-4, 40.98
4.545e-4, 40.674
4.545e-4, 40.371
4.576e-4, 40.07
4.607e-4, 40.07
4.638e-4, 39.771
4.638e-4, 39.475
4.67e-4, 39.474
4.702e-4, 39.18
4.702e-4, 38.888
4.734e-4, 38.597
4.766e-4, 38.597
4.799e-4, 38.31
4.799e-4, 38.024
4.831e-4, 37.741
4.864e-4, 37.74
4.897e-4, 37.459
4.897e-4, 37.18
4.931e-4, 37.18
4.964e-4, 36.902
4.964e-4, 36.627
4.998e-4, 36.627
5.032e-4, 36.627
5.066e-4, 36.353
5.101e-4, 36.082
5.136e-4, 35.813
5.171e-4, 35.546
5.206e-4, 35.281
5.241e-4, 35.28
5.277e-4, 35.28
5.313e-4, 35.28
5.349e-4, 35.279
5.386e-4, 35.279
5.422e-4, 35.016
5.459e-4, 34.755
5.496e-4, 34.754
5.496e-4, 34.495
5.534e-4, 34.238
5.571e-4, 33.983
5.609e-4, 33.982
5.648e-4, 33.729
5.686e-4, 33.728
5.725e-4, 33.476
5.764e-4, 33.476
5.803e-4, 33.227
5.803e-4, 32.979
5.843e-4, 32.733
5.882e-4, 32.733
5.882e-4, 32.488
5.922e-4, 32.246
5.963e-4, 32.246
6.003e-4, 32.006
6.044e-4, 32.006
6.085e-4, 31.767
6.127e-4, 31.766
6.169e-4, 31.53
6.211e-4, 31.529
6.211e-4, 31.294
6.253e-4, 31.061
6.296e-4, 30.829
6.338e-4, 30.829
6.338e-4, 30.599
6.338e-4, 30.371
6.338e-4, 30.145
6.338e-4, 29.921
6.338e-4, 29.698
6.338e-4, 29.476
6.338e-4, 29.257
6.338e-4, 29.039
6.381e-4, 29.039
6.338e-4, 28.823
6.295e-4, 28.609
6.253e-4, 28.396
6.21e-4, 28.185
6.168e-4, 27.975
6.126e-4, 27.767
6.085e-4, 27.56
6.044e-4, 27.561
6.044e-4, 27.355
6.003e-4, 27.152
5.962e-4, 26.95
5.962e-4, 26.749
5.922e-4, 26.75
5.881e-4, 26.551
5.842e-4, 26.551
5.802e-4, 26.551
5.763e-4, 26.552
5.763e-4, 26.354
5.724e-4, 26.354
5.685e-4, 26.158
5.647e-4, 26.158
5.608e-4, 26.159
5.57e-4, 26.159
5.533e-4, 25.964
5.533e-4, 25.771
5.495e-4, 25.579
5.458e-4, 25.58
5.421e-4, 25.58
5.384e-4, 25.58
5.348e-4, 25.58
5.348e-4, 25.39
5.312e-4, 25.201
5.276e-4, 25.014
5.24e-4, 25.014
5.204e-4, 25.014
5.169e-4, 25.015
5.169e-4, 24.827
5.134e-4, 24.829
5.099e-4, 24.644
5.065e-4, 24.644
5.031e-4, 24.644
4.997e-4, 24.645
4.963e-4, 24.461
4.929e-4, 24.462
4.896e-4, 24.28
4.863e-4, 24.099
4.83e-4, 24.099
4.797e-4, 24.1
4.764e-4, 24.1
4.732e-4, 24.1
4.7e-4, 23.921
4.668e-4, 23.742
4.637e-4, 23.567
4.605e-4, 23.567
4.574e-4, 23.567
4.543e-4, 23.567
4.543e-4, 23.392
4.512e-4, 23.218
4.482e-4, 23.218
4.451e-4, 23.218
4.421e-4, 23.219
4.391e-4, 23.219
4.391e-4, 23.046
4.362e-4, 22.874
4.332e-4, 22.704
4.303e-4, 22.705
4.274e-4, 22.705
4.245e-4, 22.705
4.216e-4, 22.705
4.187e-4, 22.706
4.159e-4, 22.706
4.159e-4, 22.537
4.131e-4, 22.537
4.103e-4, 22.369
4.075e-4, 22.203
4.048e-4, 22.203
4.02e-4, 22.204
3.993e-4, 22.038
3.966e-4, 21.874
3.939e-4, 21.875
3.912e-4, 21.875
3.886e-4, 21.875
3.86e-4, 21.875
3.833e-4, 21.876
3.807e-4, 21.876
3.782e-4, 21.876
3.756e-4, 21.876
3.731e-4, 21.877
3.731e-4, 21.714
3.705e-4, 21.552
3.68e-4, 21.392
3.655e-4, 21.392
3.631e-4, 21.392
3.606e-4, 21.393
3.582e-4, 21.234
3.557e-4, 21.076
3.533e-4, 20.919
3.533e-4, 20.763
3.509e-4, 20.763
3.486e-4, 20.609
3.462e-4, 20.609
3.438e-4, 20.609
3.415e-4, 20.609
3.392e-4, 20.456
3.369e-4, 20.457
3.369e-4, 20.304
3.346e-4, 20.153
3.346e-4, 20.003
3.324e-4, 20.003
3.301e-4, 19.855
3.279e-4, 19.706
3.257e-4, 19.706
3.234e-4, 19.706
3.213e-4, 19.561
3.191e-4, 19.415
3.169e-4, 19.415
3.169e-4, 19.271
3.148e-4, 19.128
3.126e-4, 18.984
3.105e-4, 18.984
3.084e-4, 18.986
3.063e-4, 18.986
3.043e-4, 18.845
3.022e-4, 18.705
3.001e-4, 18.565
3.001e-4, 18.427
2.981e-4, 18.427
2.961e-4, 18.29
2.941e-4, 18.154
2.941e-4, 18.019
2.921e-4, 17.885
2.901e-4, 17.885
2.882e-4, 17.752
2.862e-4, 17.62
2.843e-4, 17.488
2.843e-4, 17.359
2.823e-4, 17.359
2.804e-4, 17.23
2.785e-4, 17.23
2.766e-4, 17.23
2.748e-4, 17.231
2.729e-4, 17.231
2.711e-4, 17.231
2.692e-4, 17.231
2.692e-4, 17.103
2.674e-4, 16.976
2.656e-4, 16.849
2.638e-4, 16.85
2.638e-4, 16.724
2.62e-4, 16.6
2.602e-4, 16.476
2.585e-4, 16.354
2.567e-4, 16.232
2.55e-4, 16.232
2.55e-4, 16.111
2.532e-4, 15.992
2.515e-4, 15.873
2.498e-4, 15.873
2.498e-4, 15.755
2.498e-4, 15.637
2.498e-4, 15.521
2.498e-4, 15.405
2.481e-4, 15.291
2.464e-4, 15.177
2.448e-4, 15.177
2.448e-4, 15.064
2.431e-4, 14.952
2.431e-4, 14.841
2.431e-4, 14.73
2.431e-4, 14.62
2.431e-4, 14.511
2.431e-4, 14.403
2.431e-4, 14.296
2.415e-4, 14.296
2.398e-4, 14.19
2.382e-4, 14.084
2.382e-4, 13.98
2.382e-4, 13.875
2.382e-4, 13.772
2.382e-4, 13.669
2.382e-4, 13.568
2.382e-4, 13.467
2.382e-4, 13.366
2.382e-4, 13.267
2.382e-4, 13.168
2.382e-4, 13.07
2.382e-4, 12.972
2.398e-4, 12.876
2.398e-4, 12.78
2.398e-4, 12.685
2.414e-4, 12.589
2.414e-4, 12.496
2.414e-4, 12.403
2.431e-4, 12.403
2.447e-4, 12.311
2.464e-4, 12.219
2.464e-4, 12.128
2.464e-4, 12.037
2.464e-4, 11.948
2.481e-4, 11.948
2.498e-4, 11.859
2.498e-4, 11.77
2.515e-4, 11.682
2.532e-4, 11.682
2.549e-4, 11.595
2.549e-4, 11.509
2.549e-4, 11.423
2.549e-4, 11.338
2.549e-4, 11.254
2.566e-4, 11.253
2.584e-4, 11.169
2.584e-4, 11.086
2.601e-4, 11.004
2.619e-4, 11.003
2.637e-4, 10.921
2.637e-4, 10.839
2.655e-4, 10.759
2.673e-4, 10.759
2.691e-4, 10.679
2.691e-4, 10.599
2.71e-4, 10.599
2.728e-4, 10.52
2.728e-4, 10.442
2.747e-4, 10.363
2.765e-4, 10.363
2.784e-4, 10.286
2.784e-4, 10.21
2.803e-4, 10.21
2.803e-4, 10.134
2.822e-4, 10.134
2.841e-4, 10.133
2.861e-4, 10.058
2.861e-4, 9.983
2.861e-4, 9.909
2.861e-4, 9.835
2.861e-4, 9.762
2.88e-4, 9.689
2.9e-4, 9.616
2.9e-4, 9.545
2.9e-4, 9.474
2.9e-4, 9.403
2.92e-4, 9.403
2.939e-4, 9.333
2.939e-4, 9.263
2.939e-4, 9.194
2.939e-4, 9.126
2.939e-4, 9.058
2.959e-4, 8.99
2.98e-4, 8.99
3.0e-4, 8.923
3.0e-4, 8.857
3.0e-4, 8.791
3.0e-4, 8.725
3.0e-4, 8.66
3.02e-4, 8.596
3.041e-4, 8.532
3.062e-4, 8.468
3.082e-4, 8.405
3.103e-4, 8.405
3.103e-4, 8.342
3.103e-4, 8.28
3.103e-4, 8.218
3.124e-4, 8.157
3.146e-4, 8.157
3.167e-4, 8.096
3.167e-4, 8.036
3.189e-4, 8.036
3.21e-4, 7.976
3.21e-4, 7.916
3.232e-4, 7.857
3.254e-4, 7.857
3.276e-4, 7.799
3.276e-4, 7.741
3.299e-4, 7.683
3.321e-4, 7.683
3.344e-4, 7.683
3.344e-4, 7.625
3.344e-4, 7.569
3.367e-4, 7.569
3.39e-4, 7.512
3.413e-4, 7.512
3.436e-4, 7.456
3.459e-4, 7.4
3.459e-4, 7.345
3.483e-4, 7.345
3.483e-4, 7.29
3.483e-4, 7.236
3.507e-4, 7.236
3.53e-4, 7.236
3.555e-4, 7.182
3.554e-4, 7.129
3.579e-4, 7.075
3.603e-4, 7.075
3.628e-4, 7.023
3.652e-4, 6.97
3.652e-4, 6.918
3.677e-4, 6.918
3.677e-4, 6.867
3.677e-4, 6.815
3.702e-4, 6.815
3.727e-4, 6.765
3.727e-4, 6.714
3.753e-4, 6.714
3.778e-4, 6.664
3.778e-4, 6.613
3.804e-4, 6.565
