2.8184e-02 1.7506e+00
2.8040e-02 1.7579e+00
2.8184e-02 1.7640e+00
2.8453e-02 1.7783e+00
2.8840e-02 1.7823e+00
2.9512e-02 1.7876e+00
3.0200e-02 1.7954e+00
3.0903e-02 1.7963e+00
3.1623e-02 1.7970e+00
3.1759e-02 1.7989e+00
3.2359e-02 1.8033e+00
3.3113e-02 1.8054e+00
3.3884e-02 1.8107e+00
3.4674e-02 1.8120e+00
3.5481e-02 1.8124e+00
3.6308e-02 1.8175e+00
3.7154e-02 1.8196e+00
3.7230e-02 1.8197e+00
3.8019e-02 1.8206e+00
3.8905e-02 1.8221e+00
3.9811e-02 1.8249e+00
4.0738e-02 1.8265e+00
4.1687e-02 1.8286e+00
4.2658e-02 1.8305e+00
4.3652e-02 1.8321e+00
4.4668e-02 1.8339e+00
4.5709e-02 1.8356e+00
4.6774e-02 1.8366e+00
4.7863e-02 1.8380e+00
4.8978e-02 1.8391e+00
5.0119e-02 1.8397e+00
5.1073e-02 1.8408e+00
5.1286e-02 1.8410e+00
5.2481e-02 1.8416e+00
5.3703e-02 1.8419e+00
5.4954e-02 1.8422e+00
5.6234e-02 1.8425e+00
5.7544e-02 1.8428e+00
5.8884e-02 1.8426e+00
6.0256e-02 1.8426e+00
6.1660e-02 1.8428e+00
6.3096e-02 1.8427e+00
6.4565e-02 1.8425e+00
6.5631e-02 1.8408e+00
6.6069e-02 1.8399e+00
6.7608e-02 1.8383e+00
6.9183e-02 1.8377e+00
7.0795e-02 1.8348e+00
7.2444e-02 1.8327e+00
7.4131e-02 1.8301e+00
7.5858e-02 1.8262e+00
7.7625e-02 1.8238e+00
7.8879e-02 1.8197e+00
7.9433e-02 1.8173e+00
8.1283e-02 1.8121e+00
8.3176e-02 1.8075e+00
8.5114e-02 1.8010e+00
8.5736e-02 1.7989e+00
8.7096e-02 1.7935e+00
8.9125e-02 1.7840e+00
9.0112e-02 1.7783e+00
9.1201e-02 1.7640e+00
9.1691e-02 1.7579e+00
9.2353e-02 1.7378e+00
9.1201e-02 1.7220e+00
9.0820e-02 1.7179e+00
8.9125e-02 1.7091e+00
8.7096e-02 1.6985e+00
8.7036e-02 1.6982e+00
8.5114e-02 1.6937e+00
8.3176e-02 1.6903e+00
8.1283e-02 1.6863e+00
7.9470e-02 1.6788e+00
7.9433e-02 1.6787e+00
7.7625e-02 1.6771e+00
7.5858e-02 1.6761e+00
7.4131e-02 1.6738e+00
7.2444e-02 1.6707e+00
7.0795e-02 1.6698e+00
6.9183e-02 1.6686e+00
6.7608e-02 1.6676e+00
6.6069e-02 1.6667e+00
6.4565e-02 1.6666e+00
6.3096e-02 1.6665e+00
6.1660e-02 1.6663e+00
6.0256e-02 1.6669e+00
5.8884e-02 1.6672e+00
5.7544e-02 1.6678e+00
5.6234e-02 1.6684e+00
5.4954e-02 1.6688e+00
5.3703e-02 1.6696e+00
5.2481e-02 1.6702e+00
5.1286e-02 1.6712e+00
5.0119e-02 1.6721e+00
4.8978e-02 1.6730e+00
4.7863e-02 1.6743e+00
4.6774e-02 1.6752e+00
4.5709e-02 1.6762e+00
4.4668e-02 1.6774e+00
4.3652e-02 1.6787e+00
4.3555e-02 1.6788e+00
4.2658e-02 1.6807e+00
4.1687e-02 1.6825e+00
4.0738e-02 1.6851e+00
3.9811e-02 1.6863e+00
3.8905e-02 1.6880e+00
3.8019e-02 1.6906e+00
3.7154e-02 1.6915e+00
3.6308e-02 1.6930e+00
3.5481e-02 1.6966e+00
3.5033e-02 1.6982e+00
3.4674e-02 1.6999e+00
3.3884e-02 1.7032e+00
3.3113e-02 1.7052e+00
3.2359e-02 1.7088e+00
3.1623e-02 1.7126e+00
3.0903e-02 1.7168e+00
3.0696e-02 1.7179e+00
3.0200e-02 1.7211e+00
2.9512e-02 1.7257e+00
2.8840e-02 1.7298e+00
2.8303e-02 1.7378e+00
2.8184e-02 1.7506e+00
