7.9433e-04 1.7310e+00
7.7883e-04 1.7378e+00
7.9052e-04 1.7579e+00
7.9433e-04 1.7609e+00
8.1283e-04 1.7773e+00
8.1495e-04 1.7783e+00
8.3176e-04 1.7814e+00
8.5114e-04 1.7866e+00
8.7096e-04 1.7898e+00
8.9125e-04 1.7933e+00
9.1201e-04 1.7966e+00
9.3325e-04 1.7978e+00
9.4419e-04 1.7989e+00
9.5499e-04 1.7995e+00
9.7724e-04 1.8006e+00
1.0000e-03 1.8019e+00
1.0233e-03 1.8027e+00
1.0471e-03 1.8034e+00
1.0715e-03 1.8040e+00
1.0965e-03 1.8047e+00
1.1220e-03 1.8046e+00
1.1482e-03 1.8042e+00
1.1749e-03 1.8038e+00
1.2023e-03 1.8032e+00
1.2303e-03 1.8021e+00
1.2589e-03 1.8011e+00
1.2882e-03 1.8002e+00
1.3114e-03 1.7989e+00
1.3183e-03 1.7982e+00
1.3490e-03 1.7957e+00
1.3804e-03 1.7931e+00
1.4125e-03 1.7890e+00
1.4454e-03 1.7855e+00
1.4791e-03 1.7802e+00
1.4954e-03 1.7783e+00
1.5136e-03 1.7731e+00
1.5486e-03 1.7579e+00
1.5488e-03 1.7578e+00
1.5788e-03 1.7378e+00
1.5488e-03 1.7300e+00
1.5136e-03 1.7195e+00
1.5064e-03 1.7179e+00
1.4791e-03 1.7149e+00
1.4454e-03 1.7114e+00
1.4125e-03 1.7079e+00
1.3804e-03 1.7050e+00
1.3490e-03 1.7028e+00
1.3183e-03 1.6999e+00
1.2908e-03 1.6982e+00
1.2882e-03 1.6982e+00
1.2589e-03 1.6974e+00
1.2303e-03 1.6970e+00
1.2023e-03 1.6965e+00
1.1749e-03 1.6963e+00
1.1482e-03 1.6962e+00
1.1220e-03 1.6963e+00
1.0965e-03 1.6964e+00
1.0715e-03 1.6967e+00
1.0471e-03 1.6973e+00
1.0233e-03 1.6982e+00
1.0233e-03 1.6982e+00
1.0000e-03 1.6998e+00
9.7724e-04 1.7011e+00
9.5499e-04 1.7030e+00
9.3325e-04 1.7055e+00
9.1201e-04 1.7073e+00
8.9125e-04 1.7094e+00
8.7096e-04 1.7126e+00
8.5114e-04 1.7156e+00
8.3724e-04 1.7179e+00
8.3176e-04 1.7194e+00
8.1283e-04 1.7237e+00
7.9433e-04 1.7310e+00
