3.8905e-02 1.7362e+00
3.8452e-02 1.7378e+00
3.8905e-02 1.7499e+00
3.9280e-02 1.7579e+00
3.9811e-02 1.7643e+00
4.0738e-02 1.7750e+00
4.1011e-02 1.7783e+00
4.1687e-02 1.7807e+00
4.2658e-02 1.7844e+00
4.3652e-02 1.7873e+00
4.4668e-02 1.7909e+00
4.5709e-02 1.7938e+00
4.6774e-02 1.7960e+00
4.7721e-02 1.7989e+00
4.7863e-02 1.7991e+00
4.8978e-02 1.8002e+00
5.0119e-02 1.8010e+00
5.1286e-02 1.8022e+00
5.2481e-02 1.8027e+00
5.3703e-02 1.8035e+00
5.4954e-02 1.8040e+00
5.6234e-02 1.8041e+00
5.7544e-02 1.8044e+00
5.8884e-02 1.8044e+00
6.0256e-02 1.8044e+00
6.1660e-02 1.8047e+00
6.3096e-02 1.8032e+00
6.4565e-02 1.8017e+00
6.6069e-02 1.8003e+00
6.7244e-02 1.7989e+00
6.7608e-02 1.7982e+00
6.9183e-02 1.7955e+00
7.0795e-02 1.7928e+00
7.2444e-02 1.7879e+00
7.4131e-02 1.7831e+00
7.5858e-02 1.7792e+00
7.6090e-02 1.7783e+00
7.7625e-02 1.7587e+00
7.7971e-02 1.7579e+00
7.9433e-02 1.7511e+00
7.9854e-02 1.7378e+00
7.9433e-02 1.7349e+00
7.7625e-02 1.7336e+00
7.6302e-02 1.7179e+00
7.5858e-02 1.7157e+00
7.4131e-02 1.7102e+00
7.2444e-02 1.7061e+00
7.0795e-02 1.7046e+00
6.9183e-02 1.7006e+00
6.7608e-02 1.6984e+00
6.7434e-02 1.6982e+00
6.6069e-02 1.6976e+00
6.4565e-02 1.6967e+00
6.3096e-02 1.6963e+00
6.1660e-02 1.6963e+00
6.0256e-02 1.6963e+00
5.8884e-02 1.6964e+00
5.7544e-02 1.6965e+00
5.6234e-02 1.6968e+00
5.4954e-02 1.6975e+00
5.3703e-02 1.6981e+00
5.3465e-02 1.6982e+00
5.2481e-02 1.6994e+00
5.1286e-02 1.7003e+00
5.0119e-02 1.7023e+00
4.8978e-02 1.7042e+00
4.7863e-02 1.7059e+00
4.6774e-02 1.7075e+00
4.5709e-02 1.7098e+00
4.4668e-02 1.7123e+00
4.3652e-02 1.7147e+00
4.2658e-02 1.7171e+00
4.2448e-02 1.7179e+00
4.1687e-02 1.7233e+00
4.0738e-02 1.7273e+00
3.9811e-02 1.7323e+00
3.8905e-02 1.7362e+00
